OWNER;NAME;CONTEXTS
couchbase;go-couchbase;[["unoffical", "version", "couchbase", "golang", "client", "look", "offical", "couchbase", "golang", "client", "please", "see", "cb-go"], ["evolving", "package", "provide", "useful", "interface", "couchbase", "server", "include", "pool", "bucket", "discovery", "feature", "compatible", "key", "distribution", "client", "vbucket", "motion", "awareness", "application", "continue", "operate", "rebalances"], ["also", "support", "view", "query", "source", "node", "randomization", "bang_NEG", "one_NEG", "node_NEG", "work_NEG"]]
couchbase;vellum;[["repository", "remain", "support", "previous", "couchbase", "build"], ["go", "library", "implement", "fst", "finite", "state", "transducer", "capable", "mapping", "key", "byte", "value", "uint", "enumerate", "key", "lexicographic", "order"], ["additional", "goal", "implementation", "bound", "memory", "use", "build", "fst", "stream", "fst", "data", "build", "mmap", "fst", "runtime", "support", "large", "ft", "optional"]]
cre81ve;boomfilters;[["boom", "filter", "probabilistic", "data", "structure", "process", "continuous", "unbounded", "stream", "include", "stable", "bloom", "filter", "scalable", "bloom", "filter", "count", "bloom", "filter", "inverse", "bloom", "filter", "cuckoo", "filter", "several", "variant", "traditional", "bloom", "filter", "hyperloglog", "count-min", "sketch", "minhash"], ["classic", "bloom", "filter", "generally", "require", "priori", "knowledge", "data", "set", "order", "allocate", "appropriately", "sized", "bit", "array", "work", "well", "offline", "processing", "online", "process", "typically", "involve", "unbounded", "data", "stream", "enough", "data", "traditional", "bloom", "filter", "fill", "false-positive", "probability"], ["boom", "filter", "useful", "situation", "size", "data", "set", "know_NEG", "ahead_NEG", "time_NEG", "example", "stable", "bloom", "filter", "use", "deduplicate", "event", "unbounded", "event", "stream", "specify", "upper", "bound", "false", "positive", "minimal", "false", "negative", "alternatively", "inverse", "bloom", "filter", "ideal", "deduplicating", "stream", "duplicate", "event", "relatively", "close", "together", "result", "false_NEG", "positive_NEG", "depend_NEG", "close_NEG", "together_NEG", "duplicate_NEG", "small_NEG", "probability_NEG", "false_NEG", "negative_NEG", "scalable", "bloom", "filter", "place", "tight", "upper", "bound", "false", "positive", "avoid", "false", "negative", "require", "allocate", "memory", "proportional", "size", "data", "set", "count", "bloom", "filter", "cuckoo", "filter", "useful", "case", "require", "add", "remove", "element", "set"], ["large", "unbounded", "data", "set", "calculate", "exact", "cardinality", "impractical", "hyperloglog", "use", "fraction", "memory", "provide", "accurate", "approximation", "similarly", "count-min", "sketch", "provide", "efficient", "way", "estimate", "event", "frequency", "data", "stream", "top-k", "track", "top-k", "frequent", "element"], ["minhash", "probabilistic", "algorithm", "approximate", "similarity", "two", "set", "use", "cluster", "compare", "document", "split", "corpus", "bag", "word"]]
creack;pty;[["pty", "go", "package", "use", "unix", "pseudo-terminals"]]
cri-o;ocicni;[["api", "layer", "call", "cni", "plugins", "oci", "lifecycle", "daemon"]]
crillab;gophersat;[["gophersat", "sat", "pseudo-boolean", "solver", "write", "purely", "go", "gophersat", "develop", "cril", "centre", "de", "recherche", "en", "informatique", "de", "lens", "artois", "university", "cnrs", "release", "mit", "license", "gophersat", "rather", "efficient", "e", "typical", "sat", "benchmarks", "run", "time", "slow", "top-level", "solver", "namely", "glucose", "minisat", "strongly", "inspire", "also", "solve", "maxsat", "problem", "pseudo-boolean", "decision", "optimization", "problem"]]
cristalhq;jwt;[["json", "web", "token", "go", "rfc", "also", "see", "jwt.io"], ["late", "version", "v4"]]
cristianoliveira;ergo;[["ergo", "proxy", "reverse", "proxy", "agent", "local", "domain", "management"], ["management", "multiple", "apps", "run", "different", "port", "make", "easy", "custom", "local", "domain"]]
crossplane;oam-runtime;[["plug-in", "implement", "open", "application", "model", "oam", "kubernetes"]]
cruise-automation;k-rail;[["k-rail", "workload", "policy", "enforcement", "tool", "kubernetes", "help", "secure", "multi", "tenant", "cluster", "minimal", "disruption", "maximum", "velocity"], ["default", "kubernetes", "apis", "allow", "variety", "easy", "privilege", "escalation", "route", "operate", "multi-tenant", "cluster", "many", "feature", "dangerous", "introduce", "instability", "must", "use", "judiciously", "k-rail", "attempt", "make", "workload", "policy", "enforcement", "easy", "kubernetes", "even", "already", "large", "number", "diverse", "workload", "several", "feature", "enable", "roll", "policy", "enforcement", "safely", "without", "break", "exist", "workload"], ["leverage", "first", "three", "feature", "quickly", "easily", "roll", "enforcement", "deployment", "without", "break", "monitor", "violation", "confidence", "interactive", "feedback", "informs", "educate", "engineer", "future", "policy", "violation"], ["cruise", "able", "utilize", "software", "apply", "enforcement", "dozen", "cluster", "thousand", "exist", "diverse", "workload", "environment", "week", "without", "break", "exist", "deployment"]]
CrunchyData;pg;[["lightweight", "restful", "geospatial", "feature", "server", "postgis", "write", "go", "support", "ogc", "api", "feature", "rest", "api", "standard"], ["see", "also", "companion", "project", "pg_tileserv"]]
ctrox;csi-s3;[["container", "storage", "interface", "csi", "s3", "s3", "compatible", "storage", "dynamically", "allocate", "bucket", "mount", "via", "fuse", "mount", "container"]]
cycloidio;terracognita;'[["import", "current", "cloud", "infrastructure", "infrastructure", "code", "terraform", "configuration", "hcl", "terraform", "state"], ["cycloid", "infrastructure", "code", "company", "dna", "since", "beginning", "help", "new", "customer", "adopt", "best", "practice", "decide", "build", "terracognita", "convert", "exist", "infrastructure", "cloud", "infrastructure", "terraform", "code", "automated", "way", "rely", "terraform", "provider", "build", "community", "focus", "aws", "gcp", "azure", "alibaba", "vmware", "openstack", "next", "integrate"], ["decide", "open", "source", "tool", "believe", "help", "people", "adopt", "iac", "easy", "way", "cycloid", "provide", "tool", "let", "people", "import", "infrastructure", "cycloid''s", "pipeline", "allow", "generate", "infrastructure", "diagram", "manage", "infra", "application", "life", "cycle", "single", "interface"], ["interested", "contribute", "terracognita", "simply", "curious", "next", "take", "look", "public", "roadmap", "high", "level", "overview", "check", "terracognita", "blogpost", "watch", "video"]]'
d5;tengo;[["tengo", "small", "dynamic", "fast", "secure", "script", "language", "go"], ["tengo", "fast", "secure", "compile", "execute", "bytecode", "stack-based", "vm", "write", "native", "go"]]
danieljoos;wincred;[["go", "wrapper", "around", "window", "credential", "manager", "api", "function"]]
danielpacak;harbor-scanner-trivy;[["harbor", "scanner", "adapter", "trivy", "service", "translate", "harbor", "scan", "api", "trivy", "command", "allow", "harbor", "use", "trivy", "provide", "vulnerability", "report", "image", "store", "harbor", "registry", "part", "vulnerability", "scan", "feature"], ["harbor", "scanner", "adapter", "trivy", "default", "static", "vulnerability", "scanner", "harbor"], ["compliance", "core", "component", "harbor", "build", "adapter", "service", "binary", "docker", "image", "base", "photo", "goharbor", "trivy-adapter-photon", "whereas", "repository", "build", "docker", "image", "base", "alpine", "aquasec", "harbor-scanner-trivy", "difference_NEG", "functionality_NEG", "though_NEG"]]
dankox;term;[["repository", "provide", "go", "terminal", "console", "support", "package"]]
DATA-DOG;go-sqlmock;[["sqlmock", "mock", "library", "implement", "sql", "driver", "one", "purpose", "simulate", "sql", "driver", "behavior", "test", "without", "need", "real", "database", "connection", "help", "maintain", "correct", "tdd", "workflow"], ["note", "v1", "sqlmock.rows", "change", "struct", "interface", "use", "type", "reference", "interface", "need", "switch", "pointer", "struct", "type", "also", "sqlmock.rows", "use", "implement", "driver.rows", "interface", "require_NEG", "useful_NEG", "mock_NEG", "remove_NEG", "hope", "issue_NEG"]]
DataDog;datadog-go;[["datadog-go", "library", "provide", "dogstatsd", "client", "golang"], ["go", "1.12+", "officially", "support", "old", "version", "might", "work", "test_NEG"], ["following", "documentation", "available"]]
DataDog;sketches-go;[["repo", "contain", "go", "implementation", "distribute", "quantile", "sketch", "algorithm", "ddsketch", "ddsketch", "relative-error", "guarantee", "quantile", "q", "true", "value", "qth-quantile", "x", "ddsketch", "return", "value", "x-y", "x", "e", "e", "relative", "error", "parameter", "ddsketch", "also", "fully", "mergeable", "mean", "multiple", "sketch", "distribute", "system", "combine", "central", "node"], ["default", "implementation", "return", "newdefaultddsketch", "relativeaccuracy", "guarantee", "grow_NEG", "large_NEG", "size_NEG", "data_NEG", "describe_NEG", "distribution_NEG", "whose_NEG", "tail_NEG", "sub-exponential_NEG"], ["also", "provide", "implementation", "return", "logcollapsinglowestdenseddsketch", "relativeaccuracy", "maxnumbins", "logcollapsinghighestdenseddsketch", "relativeaccuracy", "maxnumbins", "q-quantile", "accurate", "specify", "relative", "error", "q", "small_NEG", "large_NEG", "concretely", "q-quantile", "accurate", "specify", "relative", "error", "long", "belong", "one", "bin", "keep", "sketch", "instance", "value", "time", "second", "maxnumbins", "cover", "time", "range", "microsecond", "year"], ["add", "value", "sketch"], ["find", "quantiles", "within", "alpha", "relative", "error"], ["merge", "another", "ddsketch", "sketch"], ["quantiles", "sketch", "still", "accurate", "within", "relativeaccuracy"]]
DataDog;zstd;[["c", "zstd", "homepage"], ["current", "header", "c", "file", "v1", "commit", "10f0e699"]]
davecgh;go-spew;[["go-spew", "implement", "deep", "pretty", "printer", "go", "data", "structure", "aid", "debugging", "comprehensive", "suite", "test", "test", "coverage", "provide", "ensure", "proper", "functionality", "see", "test_coverage", "txt", "gocov", "coverage", "report", "go-spew", "license", "liberal", "isc", "license", "may", "use", "open", "source", "commercial", "project"], ["interested", "read", "package", "come", "life", "challenge", "involve", "provide", "deep", "pretty", "printer", "blog", "post"]]
dave;jennifer;[["jennifer", "code", "generator", "go"], ["get", "stick", "question", "would", "like", "code", "review", "want", "chat", "happy", "help", "feel", "free", "open", "issue", "email", "mention", "@dave", "pr"], ["jennifer", "comprehensive", "suite", "example", "see", "godoc", "index", "example", "jennifer", "use", "real-world"], ["test", "file", "statement", "render", "fmt", "package", "use", "v", "verb"], ["recommend_NEG", "use_NEG", "production_NEG", "error_NEG", "cause_NEG", "panic_NEG", "production", "use", "file.render", "file.save", "prefer"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["id", "render", "identifier"], ["dot", "render", "period", "follow", "identifier", "use", "field", "selector"], ["qual", "render", "qualified", "identifier"], ["import", "automatically", "add", "use", "file", "path", "match", "local", "path", "package", "name", "omit", "package", "name", "conflict", "automatically", "rename"], ["note", "possible_NEG", "reliably_NEG", "determine_NEG", "package_NEG", "name_NEG", "give_NEG", "arbitrary_NEG", "package_NEG", "path_NEG", "sensible_NEG", "name_NEG", "guess_NEG", "path_NEG", "add_NEG", "alias_NEG", "name", "standard", "library", "package", "know", "need_NEG", "aliased_NEG", "control", "need", "alias", "see", "file.importname", "file.importalias"], ["list", "render", "comma", "separated", "list", "use", "multiple", "return", "function"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["simple", "keywords", "predeclared", "identifier", "built-in", "function", "self", "explanatory"], ["construct", "name", "keywords", "break", "chan", "const", "continue", "default", "defer", "else", "fallthrough", "func", "go", "goto", "range", "select", "type", "var", "function", "append", "cap", "close", "complex", "copy", "delete", "imag", "len", "make", "new", "panic", "print", "println", "real", "recover", "type", "bool", "byte", "complex", "complex", "error", "float", "float", "int", "int", "int", "int", "int", "rune", "string", "uint", "uint", "uint", "uint", "uint", "uintptr", "constant", "true", "false", "iota", "nil", "helper", "err"], ["built-in", "function", "take", "list", "parameter", "render", "appropriately"], ["special", "case", "interface", "struct", "switch", "case", "return", "map", "explain"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["op", "render", "provided", "operator", "token"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["several", "method", "render", "curly", "brace", "summarize"], ["name", "prefix", "separator", "example", "block", "n", "func", "interface", "interface", "n", "interface", "struct", "struct", "n", "struct", "value", "int", "b", "c"], ["block", "render", "statement", "list", "enclose", "curly", "brace", "use", "code", "block"], ["special", "case", "applies", "use", "directly", "case", "default", "brace", "omit", "allow", "use", "switch", "select", "statement", "see", "example"], ["interface", "struct", "render", "keyword", "follow", "statement", "list", "enclose", "curly", "brace"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["several", "method", "output", "parenthesis", "summarize"], ["name", "prefix", "separator", "example", "call", "fmt.println", "b", "c", "params", "func", "foo", "int", "defs", "n", "const", "parens", "byte", "b", "c", "assert", "ok", "string"], ["call", "render", "comma", "separate", "list", "enclose", "parenthesis", "use", "function", "call"], ["params", "render", "comma", "separate", "list", "enclose", "parenthesis", "use", "function", "parameter", "method", "receiver"], ["defs", "render", "statement", "list", "enclose", "parenthesis", "use", "definition", "list"], ["parens", "render", "single", "item", "parenthesis", "use", "type", "conversion", "specify", "evaluation", "order"], ["assert", "render", "period", "follow", "single", "item", "enclose", "parenthesis", "use", "type", "assertion"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["render", "keyword", "follow", "semicolon", "separated", "list"], ["switch", "select", "case", "block", "use", "build", "switch", "select", "statement"], ["return", "render", "keyword", "follow", "comma", "separated", "list"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["map", "render", "keyword", "follow", "single", "item", "enclose", "square", "bracket", "use", "map", "definition"], ["index", "render", "colon", "separated", "list", "enclose", "square", "bracket", "use", "array", "slice", "index", "definition"], ["value", "render", "comma", "separate", "list", "enclose", "curly", "brace", "use", "slice", "composite", "literal"], ["dict", "render", "key", "value", "pair", "use", "value", "map", "composite", "literal"], ["dictfunc", "execute", "func", "dict", "generate", "value"], ["note", "item", "order", "key", "render", "ensure", "repeatable", "code"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["lit", "render", "literal", "lit", "support", "built-in", "type", "bool", "string", "int", "complex", "float", "float", "int", "int", "int", "int", "uint", "uint", "uint", "uint", "uint", "uintptr", "complex", "pass", "type", "panic"], ["litfunc", "generate", "value", "render", "execute", "provided", "function"], ["default", "constant", "type", "bool", "int", "float", "string", "complex", "lit", "render", "untyped", "constant"], ["code", "output", "lit", "true", "true", "lit", "lit", "lit", "foo", "foo", "lit", "1i", "1i"], ["built-in", "type", "float", "int", "int", "int", "int", "uint", "uint", "uint", "uint", "uint", "uintptr", "complex", "lit", "also", "render", "type"], ["code", "output", "lit", "float", "float", "lit", "int", "int", "lit", "uint", "8(", "0x1", "uint", "8(", "0x1", "lit", "complex", "1i", "complex", "1i"], ["built-in", "alias", "type", "byte", "rune", "need", "special", "case", "litrune", "litbyte", "render", "rune", "byte", "literal"], ["code", "output", "litrune", "x", "x", "litbyte", "byte", "0x1", "byte", "0x1"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["comment", "add", "comment", "provided", "string", "contain", "newline", "comment", "format", "multiline", "style"], ["comment", "string", "start", "automatic", "formatting", "disable", "string", "render", "directly"], ["commentf", "add", "comment", "use", "format", "string", "list", "parameter"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["hop", "introduction", "generic", "go", "need", "generate", "code", "reduce", "however", "sake", "completeness", "support", "generic", "include", "comparable", "predeclared", "identifier", "type", "union", "list", "emit", "approximation", "token", "use", "op"], ["type", "render", "comma", "separate", "list", "enclose", "square", "bracket", "use", "type", "parameter", "constraint"], ["union", "render", "pipe", "separate", "list", "use", "union", "type", "constraint"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["construct", "accept", "variadic", "list", "item", "pair", "groupfunc", "function", "accept", "func", "group", "use", "embed", "logic"], ["add", "append", "provided", "item", "statement"], ["call", "provided", "function", "statement", "parameter", "use", "embed", "logic"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["tag", "render", "struct", "tag"], ["note", "item", "order", "key", "render", "ensure", "repeatable", "code"], ["null", "add", "null", "item", "null", "item", "render", "nothing", "follow_NEG", "separator_NEG", "list_NEG"], ["list", "nil", "produce", "effect"], ["empty", "add", "empty", "item", "empty", "item", "render", "nothing", "follow_NEG", "separator_NEG", "list_NEG"], ["line", "insert", "blank", "line"], ["careful", "pass", "statement", "consider", "following"], ["id", "return", "statement", "call", "method", "append", "twice", "avoid", "use", "clone", "clone", "make", "copy", "statement", "token", "append", "without", "affect", "original"], ["cgo", "c", "pseudo-package", "special", "case", "always", "render", "without", "package", "alias", "import", "add", "qual", "anon", "supply", "preamble", "preamble", "add", "file.cgopreamble", "semantics", "comment", "preamble", "provide", "import", "separate", "precede", "preamble"], ["identifier", "keywords", "operator", "brace", "parenthesis", "control", "flow", "collection", "literal", "comment", "generic", "helper", "misc", "file"], ["file", "represent", "single", "source", "file", "package", "import", "manage", "automatically", "file"], ["newfile", "create", "new", "file", "specified", "package", "name"], ["newfilepath", "create", "new", "file", "specify", "package", "path", "package", "name", "infer", "path"], ["newfilepathname", "create", "new", "file", "specified", "package", "path", "name"], ["save", "render", "file", "save", "filename", "provide"], ["render", "render", "file", "provide", "writer"], ["anon", "add", "anonymous", "import"], ["importname", "provide", "package", "name", "path", "specify", "alias", "omit", "import", "block", "optional", "specify_NEG", "sensible_NEG", "package_NEG", "name_NEG", "use_NEG", "base_NEG", "path_NEG", "add_NEG", "alias_NEG", "import_NEG", "block_NEG"], ["importnames", "allow", "multiple", "name", "import", "map", "use", "gennames", "command", "automatically", "generate", "go", "file", "contain", "map", "selection", "package", "name"], ["importalias", "provide", "alias", "package", "path", "use", "import", "block", "period", "use", "force", "dot-import"], ["packagecomment", "add", "comment", "top", "file", "package", "keyword"], ["headercomment", "add", "comment", "top", "file", "package", "comment", "blank", "line", "render", "header", "comment", "ensure", "header", "comment", "include_NEG", "package_NEG", "doc_NEG"], ["canonicalpath", "add", "canonical", "import", "path", "annotation", "package", "clause"], ["cgopreamble", "add", "cgo", "preamble", "comment", "render", "directly", "c", "pseudo-package", "import"], ["worried", "generated", "package", "aliases", "conflict", "local", "variable", "name", "set", "prefix", "package", "foo", "become", "prefix", "_foo"], ["noformat", "set", "true", "disable", "formatting", "generate", "source", "may", "useful", "performance", "critical", "readable", "code", "require_NEG"]]
dbast;gocloc;[["little", "fast", "cloc", "count", "line", "code", "write", "go", "inspire", "tokei"]]
dbl0null;flaggy;'[["sensible", "fast", "command-line", "flag", "parse", "excellent", "support", "subcommands", "positional", "value", "flag", "position", "flaggy", "require_NEG", "project_NEG", "package_NEG", "layout_NEG", "like_NEG", "cobra_NEG", "require_NEG", "external_NEG", "dependency_NEG"], ["check", "go", "doc", "examples", "directory", "example", "readme", "get", "started", "quickly", "also", "read", "flaggy", "introduction", "post", "helpful", "example", "weblog"], ["go", "get", "github.com/integrii/flaggy"], ["yourapp", "f", "test"], ["yourapp", "subcommandexample", "f", "test"], ["yourapp", "subcommandexample", "flag", "nestedsubcommand", "test", "trailingarg"], ["flaggy", "specific", "flag", "type", "basic", "type", "include", "go", "well", "slice", "type", "include", "following", "type"], ["specific", "type", "also", "use", "flag", "type", "automatically", "parse", "use", "standard", "parse", "function", "include", "type", "package", "include"], ["best", "practice", "use", "flaggy", "include", "set", "program''s", "name", "description", "version", "build", "time", "show", "example", "program"], ["use", "following", "build", "command", "set", "version", "variable", "program", "build", "time"], ["please", "feel", "free", "open", "issue", "find", "bug", "see", "feature", "make", "sense", "pull", "request", "review", "accept", "make", "sense", "always", "wise", "submit", "proposal", "issue", "major", "change"]]'
Dbz;kube-aliases;[["oh-my-zsh", "plugin", "source", "kube-aliases.plugin.zsh", "bash", "make", "work", "kubernetes", "easier", "provide", "bunch", "bash", "alias", "zsh", "function", "doc", "find", "clarify", "alias"]]
dchote;go-openal;[["fork", "library", "start", "change", "quite", "bit", "original", "library"], ["experience_NEG", "original_NEG", "openal_NEG", "library_NEG", "go_NEG", "rearrange_NEG", "bit_NEG", "fit_NEG", "need_NEG"], ["install", "simply", "install", "openal", "alc", "libs", "appropriately", "platform", "build", "scratch", "run"], ["go", "get", "github.com/timshannon/go-openal/"]]
deadlysyn;ahab;[["ahab", "tool", "check", "vulnerability", "apt", "apk", "yum", "dnf", "power", "operate", "system", "power", "sonatype", "os", "index"], ["ahab", "currently", "work", "image", "use", "apt", "apk", "yum", "dnf", "package", "management", "best", "auto", "detect", "package", "manager", "use"]]
deanxu2357;ptt-backend;[["c", "lp32", "lp32", "ilp", "llp"], ["golang", "golang", "cross", "compile", "arm", "base", "window"], ["golang", "utf", "big", "uao"]]
decred;dcrtime;[["decred", "anchor", "timestamp", "client", "server"], ["dcrtime", "stack", "follow"]]
decred;decred-binaries;[["decred", "binary", "release"], ["repository", "contain", "release", "note", "binary", "release", "decred"]]
deis;builder;[["deis", "workflow", "longer_NEG", "maintained.please_NEG", "read_NEG", "announcement_NEG", "detail_NEG", "09/07", "deis", "workflow", "v2", "final", "release", "enter", "maintenance", "mode", "03/01", "end", "workflow", "maintenance", "critical", "patch", "longer_NEG", "merge_NEG", "hephy_NEG", "fork_NEG", "workflow_NEG", "actively_NEG", "developed_NEG", "accepts_NEG", "code_NEG", "contribution_NEG"], ["deis", "pronounced", "day-iss", "workflow", "open", "source", "platform", "service", "paas", "add", "developer-friendly", "layer", "kubernetes", "cluster", "make", "easy", "deploy", "manage", "application", "server"], ["information", "deis", "workflow", "please", "visit", "main", "project", "page"], ["welcome", "input", "feedback", "please", "submit", "issue", "would", "like", "participate", "development", "please", "read", "development", "section", "submit", "pull", "request"], ["builder", "primarily", "git", "server", "respond", "git", "push", "execute", "either", "git-receive-pack", "git-upload-pack", "hook", "execute", "one", "hook", "take", "following", "high", "level", "step", "order"], ["builder", "currently", "support", "following", "off-cluster", "storage", "backends"], ["deis", "project", "welcome", "contribution", "developer", "high", "level", "process", "development", "match", "many", "open", "source", "project", "see", "outline"]]
delthas;soju;[["user-friendly", "irc", "bouncer"]]
destinygg;chat;'[["6/28", "repository", "longer_NEG", "publicly_NEG", "maintain_NEG", "code", "current", "state", "leave", "historic", "preservation", "longer_NEG", "receive_NEG", "update_NEG", "security_NEG", "patch_NEG", "support_NEG"], ["license", "inquiry", "submit", "via", "email", "contact@destiny.gg"], ["chat", "back-end", "destiny.gg", "write", "go", "base", "golem"], ["license", "apache", "license", "version"], ["sztanpet''s", "first", "not-so-tiny", "go", "project", "anything", "could", "improve", "please", "tell"], ["settings.cfg", "file", "exist_NEG", "one_NEG", "create_NEG", "first_NEG", "run_NEG", "modify", "liking", "run", "binary"]]'
dghubble;go-twitter;[["deprecate", "nov", "go-twitter", "api", "library", "longer_NEG", "develop_NEG", "fork", "repo", "please", "remove", "logo", "since", "cover_NEG", "license_NEG"], ["go-twitter", "go", "client", "library", "twitter", "api", "check", "usage", "section", "try", "example", "see", "access", "twitter", "api"]]
dghubble;gologin;[["package", "gologin", "provide", "chainable", "login", "http.handler", "google", "github", "twitter", "facebook", "bitbucket", "tumblr", "oauth", "oauth", "authentication", "provider"], ["choose", "subpackage", "register", "loginhandler", "callbackhandler", "web", "logins", "tokenhandler", "mobile", "token", "logins", "get", "authenticated", "user", "access", "token", "request", "context"], ["see", "example", "tutorial", "apps", "run", "command", "line"]]
dghubble;oauth1;[["package", "oauth", "provide", "go", "implementation", "oauth", "spec", "allow", "end-users", "authorize", "client", "e", "consumer", "access", "protected", "resource", "behalf"], ["oauth", "take", "design", "cue", "golang.org/x/oauth2", "provide", "analogous", "api", "http.client", "transport", "sign", "authorizes", "request"]]
dghubble;sling;[["sling", "go", "http", "client", "library", "create", "send", "api", "request"], ["sling", "store", "http", "request", "property", "simplify", "send", "request", "decode", "response", "check", "usage", "example", "learn", "compose", "sling", "api", "client"]]
dgraph-io;dgo;[["official", "dgraph", "go", "client", "communicate", "server", "use", "grpc"], ["use", "client", "highly", "recommend", "go", "tour.dgraph.io", "docs.dgraph.io", "understand", "run", "work", "dgraph"], ["use", "discus", "issue", "report", "issue", "repository"]]
dgraph-io;ristretto;[["ristretto", "fast", "concurrent", "cache", "library", "build", "focus", "performance", "correctness"], ["motivation", "build", "ristretto", "come", "need", "contention-free", "cache", "dgraph"]]
dgrr;http2;[["http", "implementation", "http", "protocol", "fasthttp"]]
dgv;godocdown;[["command", "godocdown", "generates", "go", "documentation", "github-friendly", "markdown", "format"], ["program", "target", "provide", "nice-looking", "documentation", "github", "mind", "generate", "github", "flavor", "markdown", "default", "change", "use", "plain", "flag", "generate", "standard", "markdown"], ["addition", "markdown", "rendering", "godocdown", "provide", "templating", "via", "text", "template", "customization", "put", "file", "name", "godocdown.template", "one", "list", "directory", "package", "command", "godocdown", "know", "use", "file", "template"], ["template", "file", "also", "specify", "template", "parameter"], ["along", "standard", "template", "functionality", "start", "data", "argument", "following", "interface"]]
dhowden;tag;[["package", "provide", "mp3", "id3v1", "mp4", "acc", "m4a", "alac", "ogg", "flac", "metadata", "detection", "parse", "artwork", "extraction"], ["detect", "parse", "tag", "metadata", "io.readseeker", "e", "os.file"], ["parse", "metadata", "export", "via", "single", "interface", "give", "consistent", "api", "support", "metadata", "format"]]
diamondburned;arikawa;[["pipeline", "status", "pipeline_img", "pipeline", "godoc", "reference", "pkg.go", "dev_img", "pkg.go.dev", "example", "examples_img", "examples", "discord", "gopher", "dgophers_img", "dgophers", "hime", "arikawa", "himearikawa_img", "himearikawa"], ["golang", "library", "discord", "api"]]
diffeo;go-coordinate;[["package", "provide", "reimplementation", "diffeo", "coordinate", "daemon", "fully", "compatible", "exist", "python", "coordinate", "code", "provide", "rest", "interface", "go", "language"]]
digitalcrab;browscap;'[["php", "get_browser", "function", "tell", "user''s", "browser", "capable", "check", "original", "documentation", "golang", "analog", "get_browser", "function"]]'
digitalocean;go-openvswitch;'[["go", "package", "enable", "interact", "open", "vswitch", "related", "tool", "apache", "license"], ["see", "package''s", "readme", "additional", "information"]]'
digitalocean;go-qemu;[["go-qemu", "collection", "go", "package", "interact", "run", "qemu", "instance", "apache", "license"], ["feel", "free", "join", "u", "#go-qemu", "libera", "chat", "would", "like", "discuss", "project"]]
digitalocean;godo;[["godo", "go", "client", "library", "access", "digitalocean", "v2", "api"], ["view", "client", "api", "doc"], ["view", "digitalocean", "api", "doc"]]
diskfs;go-diskfs;[["go-diskfs", "go", "library", "perform", "manipulation", "disk", "disk", "image", "filesystems", "natively", "go"], ["nearly", "everything", "go-diskfs", "provide", "use", "tool", "like", "gdisk", "fdisk", "mkfs.vfat/mtools/sgdisk/sfdisk/dd", "however", "following", "limitation"], ["go-diskfs", "performs", "modification", "natively", "go", "without", "mount", "disk"]]
dizzyfool;genna;'[["requirement", "go-pg", "postgresql", "database"], ["case", "go-pg", "model", "represent", "database''s", "table", "relation", "genna''s", "main", "goal", "prepare", "model", "read", "detailed", "information", "postrgesql", "database", "result", "several", "file", "ready", "use", "structs"], ["currently", "genna", "support", "generator", "model", "generate", "basic", "go-pg", "model", "model-named", "basic", "named", "structs", "column", "table", "author", "@dionid", "search", "generate", "search", "structs", "basic", "model", "validation", "generate", "validate", "function", "basic", "model"], ["example", "locate", "generator"]]'
dnsimple;dnsimple-go;[["go", "client", "dnsimple", "api", "v2"]]
docker;go-plugins-helpers;[["collection", "helper", "package", "extend", "docker", "engine", "go"], ["plugin", "type", "documentation", "description", "authorization", "link", "extend", "api", "authorization", "mechanism", "network", "link", "extend", "network", "management", "volume", "link", "extend", "persistent", "storage", "ipam", "link", "extend", "ip", "address", "management", "graph", "experimental", "link", "extend", "image", "container", "f", "storage"], ["see", "understand", "docker", "plugins", "documentation", "section"]]
